ID,Name,Research output type,Title
1226785,"RAJAMANI, LAVANYA (Lavanya)",Journal article,The meaning of net zero and how to get it right
1273192,"RAJAMANI, LAVANYA (Lavanya)",Chapter,New Imperatives for International and Domestic Climate Policy: Rethinking India’s Approach
1276506,"RAJAMANI, LAVANYA (Lavanya)",Journal article,"Net zero: science, origins, and implications"
1323285,"RAJAMANI, LAVANYA (Lavanya)",Book,Innovation and Experimentation in the International Climate Change Regime
1323286,"RAJAMANI, LAVANYA (Lavanya)",Edited Book,"The Oxford Handbook of International Environmental Law (2nd ed.)edited by Lavanya RAJAMANI and Jacqueline PEEL. Oxford: Oxford University Press, 2021. xciii + 1104 pp. Hardcover: £155.00; available as eBook. doi: 9780198849155.001.0001"
1568832,"RAJAMANI, LAVANYA (Lavanya)",Journal article,Legal limits to the use of CO2 removal
1656613,"RAJAMANI, LAVANYA (Lavanya)",Chapter,31. Climate Change
1656615,"RAJAMANI, LAVANYA (Lavanya)",Chapter,Climate Change
1656616,"RAJAMANI, LAVANYA (Lavanya)",Chapter,International Environmental Law
1989000,"RAJAMANI, LAVANYA (Lavanya)",Journal article,Regulating net zero: from groundswell to ground rules
2027764,"RAJAMANI, LAVANYA (Lavanya)",Journal article,Interpreting the Paris Agreement in its Normative Environment
1033630,"WETZER, THOM O",Journal article,Scenario-free analysis of financial stability with interacting contagion channels
1171715,"WETZER, THOM O",Journal article,National COVID debts: climate change imperils countries' ability to repay.
1178956,"WETZER, THOM O",Journal article,Filling the evidentiary gap in climate litigation
1195348,"WETZER, THOM O",Chapter,Stress Testing the Financial Microcosm
1195348,"WETZER, THOM O",Chapter,Stress Testing the Financial Microcosm
1212124,"WETZER, THOM O",Journal article,"Mandatory corporate climate disclosures: now, but how?"
1226785,"WETZER, THOM O",Journal article,The meaning of net zero and how to get it right
1237166,"WETZER, THOM O",Journal article,Higher-Order Exposures
1243703,"WETZER, THOM O",Journal article,"Buy low, sell high? Do private equity fund managers have market timing abilities?"
1279361,"WETZER, THOM O",Journal article,Green pills: making corporate climate commitments credible
1312180,"WETZER, THOM O",Chapter,Liability for climate change impacts: the role of climate attribution science
1320792,"WETZER, THOM O",Edited Book,Business Law and the Transition to a Net Zero Economy
1324160,"WETZER, THOM O",Edited Book,Handbook on Financial Stress Testing
1324161,"WETZER, THOM O",Report,UNEP Adaptation Gap Report 2021
1324162,"WETZER, THOM O",Report,Attribution Science and Litigation: Facilitating Effective Legal Arguments and Strategies to Manage Climate Change Damages
1333891,"WETZER, THOM O",Preprint,Quantifying heat-related mortality attributable to human-induced climate change
1568832,"WETZER, THOM O",Journal article,Legal limits to the use of CO2 removal
1594862,"WETZER, THOM O",Journal article,Climate risk assessments must engage with the law
1611670,"WETZER, THOM O",Preprint,Quantifying heat-related mortality attributable to human-induced climate change
1625275,"WETZER, THOM O",Preprint,Stress Testing the Financial Macrocosm
1633981,"WETZER, THOM O",Preprint,Liability for climate change impacts: the role of climate attribution science
1656667,"WETZER, THOM O",Chapter,Introduction and Overview
1656668,"WETZER, THOM O",Preprint,Higher-Order Exposures
1989000,"WETZER, THOM O",Journal article,Regulating net zero: from groundswell to ground rules
2019853,"WETZER, THOM O",Journal article,Strategies for navigating competing climate science in human rights courts
2043293,"WETZER, THOM O",Thesis / Dissertation,Prudential implications of intrafirm structure: the segmentation of global systemically important banks
1109129,"OBERSTEINER, MICHAEL",Journal article,Shared socio-economic pathways and their implications for global materials use
1127741,"OBERSTEINER, MICHAEL",Journal article,Verifiable soil organic carbon modelling to facilitate regional reporting of cropland carbon change: A test case in the Czech Republic.
1132259,"OBERSTEINER, MICHAEL",Journal article,Bending the curve of terrestrial biodiversity needs an integrated strategy
1132477,"OBERSTEINER, MICHAEL",Journal article,Can N<sub>2</sub> O emissions offset the benefits from soil organic carbon storage?
1132572,"OBERSTEINER, MICHAEL",Journal article,Historical CO2 emissions from land use and land cover change and their uncertainty
1138024,"OBERSTEINER, MICHAEL",Journal article,"Country-Level Relationships of the Human Intake of N and P, Animal and Vegetable Food, and Alcoholic Beverages with Cancer and Life Expectancy."
1139712,"OBERSTEINER, MICHAEL",Journal article,Global priority areas for ecosystem restoration.
1147026,"OBERSTEINER, MICHAEL",Journal article,AgroTutor: A Mobile Phone Application Supporting Sustainable Agricultural Intensification
1147464,"OBERSTEINER, MICHAEL",Journal article,Spatial variation in biodiversity loss across China under multiple environmental stressors.
1147465,"OBERSTEINER, MICHAEL",Journal article,Could Global Intensification of Nitrogen Fertilisation Increase Immunogenic Proteins and Favour the Spread of Coeliac Pathology?
1149772,"OBERSTEINER, MICHAEL",Journal article,Articulating the effect of food systems innovation on the Sustainable Development Goals.
1152381,"OBERSTEINER, MICHAEL",Journal article,Empirical support for the biogeochemical niche hypothesis in forest trees.
1157806,"OBERSTEINER, MICHAEL",Journal article,1.6 Million transactions replicate distributed PV market slowdown by COVID-19 lockdown.
1157807,"OBERSTEINER, MICHAEL",Journal article,Climate warming from managed grasslands cancels the cooling effect of carbon sinks in sparsely grazed and natural grasslands.
1161431,"OBERSTEINER, MICHAEL",Journal article,Robust Management of Systemic Risks and Food-Water-Energy-Environmental Security: Two-Stage Strategic-Adaptive GLOBIOM Model
1168253,"OBERSTEINER, MICHAEL",Chapter,"Chapter 4 Two-Stage Nonsmooth Stochastic Optimization and Iterative Stochastic Quasigradient Procedure for Robust Estimation, Machine Learning and Decision Making"
1168254,"OBERSTEINER, MICHAEL",Journal article,Agricultural commodity price dynamics and their determinants: A comprehensive econometric approach
1173044,"OBERSTEINER, MICHAEL",Journal article,Implementing Brazil’s Forest Code: a vital contribution to securing forests and conserving biodiversity
1173045,"OBERSTEINER, MICHAEL",Journal article,The Mediterranean Region as a Paradigm of the Global Decoupling of N and P Between Soils and Freshwaters
1180484,"OBERSTEINER, MICHAEL",Journal article,Alternative futures for global biological invasions
1182026,"OBERSTEINER, MICHAEL",Journal article,Restoring nature at lower food production costs 
1182027,"OBERSTEINER, MICHAEL",Journal article,Influences of international agricultural trade on the global phosphorus cycle and its associated issues
1182028,"OBERSTEINER, MICHAEL",Journal article,Recent advances and future research in ecological stoichiometry
1185915,"OBERSTEINER, MICHAEL",Journal article,Operationalizing the net-negative carbon economy
1188017,"OBERSTEINER, MICHAEL",Journal article,Conserving the Cerrado and Amazon biomes of Brazil protects the soy economy from damaging warming
1191618,"OBERSTEINER, MICHAEL",Journal article,The effect of global change on soil phosphatase activity.
1191736,"OBERSTEINER, MICHAEL",Journal article,Potential CO2 removal from enhanced weathering by ecosystem responses to powdered rock
1193429,"OBERSTEINER, MICHAEL",Journal article,"Areas of global importance for conserving terrestrial biodiversity, carbon and water."
1197978,"OBERSTEINER, MICHAEL",Journal article,"Author Correction: Areas of global importance for conserving terrestrial biodiversity, carbon and water."
1199689,"OBERSTEINER, MICHAEL",Journal article,Reconciling regional nitrogen boundaries with global food security.
1204134,"OBERSTEINER, MICHAEL",Journal article,Global maps and factors driving forest foliar elemental composition: the importance of evolutionary history.
1209814,"OBERSTEINER, MICHAEL",Journal article,China’s future food demand and its implications for trade and environment
1226785,"OBERSTEINER, MICHAEL",Journal article,The meaning of net zero and how to get it right
1236158,"OBERSTEINER, MICHAEL",Journal article,Vertical profiles of leaf photosynthesis and leaf traits and soil nutrients in two tropical rainforests in French Guiana before and after a 3-year nitrogen and phosphorus addition experiment
1240243,"OBERSTEINER, MICHAEL",Journal article,Impact of Lockdowns and Winter Temperatures on Natural Gas Consumption in Europe
1240244,"OBERSTEINER, MICHAEL",Journal article,Robust Food–Energy–Water–Environmental Security Management: Stochastic Quasigradient Procedure for Linkage of Distributed Optimization Models under Asymmetric Information and Uncertainty
1240576,"OBERSTEINER, MICHAEL",Journal article,Containing the Risk of Phosphorus Pollution in Agricultural Watersheds
1240577,"OBERSTEINER, MICHAEL",Journal article,"Linking Distributed Optimization Models for Food, Water, and Energy Security Nexus Management"
1259191,"OBERSTEINER, MICHAEL",Journal article,Global forest management data for 2015 at a 100 m resolution.
1259880,"OBERSTEINER, MICHAEL",Journal article,Author Correction: Reconciling regional nitrogen boundaries with global food security.
1269122,"OBERSTEINER, MICHAEL",Journal article,Reply to: Restoration prioritization must be informed by marginalized people.
1269857,"OBERSTEINER, MICHAEL",Journal article,Early systems change necessary for catalyzing long-term sustainability in a post-2030 agenda
1277964,"OBERSTEINER, MICHAEL",Journal article,Sustainable pathways towards climate and biodiversity goals in the UK: the importance of managing land-use synergies and trade-offs
1278097,"OBERSTEINER, MICHAEL",Journal article,Reply to: The risks of overstating the climate benefits of ecosystem restoration.
1278098,"OBERSTEINER, MICHAEL",Journal article,Author Correction: Global priority areas for ecosystem restoration.
1279743,"OBERSTEINER, MICHAEL",Journal article,Multi-target scenario discovery to plan for sustainable food and land systems in Australia.
1281951,"OBERSTEINER, MICHAEL",Journal article,A review of model-based scenario analysis of poverty for informing sustainability
1285370,"OBERSTEINER, MICHAEL",Journal article,How can diverse national food and land-use priorities be reconciled with global sustainability targets? Lessons from the FABLE initiative
1285725,"OBERSTEINER, MICHAEL",Journal article,Negative erosion and negative emissions: Combining multiple land-based carbon dioxide removal techniques to rebuild fertile topsoils and enhance food production
1300652,"OBERSTEINER, MICHAEL",Journal article,Social cost of carbon: A revisit from a systems analysis perspective
1330974,"OBERSTEINER, MICHAEL",Journal article,A decentralized approach to model national and global food and land use systems
1331619,"OBERSTEINER, MICHAEL",Preprint,Agricultural mechanisation could reduce global labour requirements by hundreds of millions of agri-food workers
1332682,"OBERSTEINER, MICHAEL",Journal article,Diagnosing destabilization risk in global land carbon sinks.
1338559,"OBERSTEINER, MICHAEL",Journal article,Robust strategies to end global poverty and reduce environmental pressures
1340119,"OBERSTEINER, MICHAEL",Journal article,Robust sensitivity analysis to uncertainties in environmental and socio-economic scenarios: A perspective from a global socio-ecological system model
1469509,"OBERSTEINER, MICHAEL",Chapter,A Whole Earth Approach to Nature-Positive Food: Biodiversity and Agriculture
1493519,"OBERSTEINER, MICHAEL",Journal article,Eroding resilience of deforestation interventions—evidence from Brazil's lost decade
1511264,"OBERSTEINER, MICHAEL",Journal article,Agricultural trade impacts global phosphorus use and partial productivity.
1563821,"OBERSTEINER, MICHAEL",Journal article,Nature-based solutions are critical for putting Brazil on track towards net-zero emissions by 2050.
1564740,"OBERSTEINER, MICHAEL",Preprint,Cost drivers of international grains and oilseeds trade
1577779,"OBERSTEINER, MICHAEL",Journal article,Beyond emissions trading to a negative carbon economy: a proposed carbon removal obligation and its implementation
1579584,"OBERSTEINER, MICHAEL",Journal article,Heterogeneous Compute Clusters and Massive Environmental Simulations Based on the EPIC Model
1625732,"OBERSTEINER, MICHAEL",Preprint,Inferring Carbon Emissions from Human Mobility Data
